date,Foster,Grant,Griggs,Kidder,Logan,Pierce,Renville,Stark,Unknown,Wells,Billings,Burke,Cavalier,Dickey,Dunn,Eddy,Grand Forks,McLean,Mercer,Nelson,Sargent,Slope,Steele,Walsh,Ward,Barnes,Benson,Bowman,Hettinger,LaMoure,McHenry,McKenzie,Oliver,Richland,Sioux,Traill,Cass,Divide,Emmons,McIntosh,Morton,Mountrail,Pembina,Ramsey,Ransom,Rolette,Stutsman,Towner,Williams,Sheridan,Burleigh,Bottineau
05/21/2020,1,2,0,0,0,4,1,61,0,2,0,5,0,0,12,2,320,7,5,2,3,3,1,11,53,4,1,1,0,0,2,16,1,14,2,20,1370,1,5,1,64,39,6,9,7,4,17,0,22,0,126,2
05/22/2020,1,2,1,0,0,4,1,61,0,2,0,5,0,0,12,8,320,7,5,2,3,3,1,11,54,4,1,1,0,0,2,16,1,15,2,20,1442,1,6,1,64,39,6,9,7,4,18,0,25,0,128,2
05/23/2020,1,2,1,0,0,4,1,61,0,3,0,5,0,0,12,7,321,7,5,2,3,3,1,11,54,4,1,1,0,0,2,16,1,15,2,20,1487,1,6,1,64,39,6,9,8,4,18,0,25,0,129,2
05/24/2020,1,2,1,0,0,4,1,61,0,3,0,5,0,0,12,7,323,7,5,2,3,3,1,13,54,4,1,1,0,0,2,16,1,20,2,21,1528,1,6,1,64,39,6,9,8,4,18,0,25,0,131,2
05/25/2020,1,2,1,0,0,4,1,61,0,3,0,5,0,0,12,7,325,7,5,2,3,3,1,13,54,4,1,1,0,0,2,16,1,20,2,21,1564,1,6,1,64,39,6,9,9,4,18,0,25,0,131,2
05/26/2020,1,2,1,0,0,3,1,61,0,3,0,5,0,0,12,4,326,7,5,1,3,3,1,13,36,4,1,1,0,0,2,16,1,19,2,10,1580,1,4,1,59,39,6,8,8,5,18,0,24,0,123,2
05/27/2020,1,2,1,0,0,3,1,61,3,3,0,5,0,0,12,4,327,7,5,1,3,3,1,13,36,4,1,1,0,0,2,16,1,19,2,10,1596,1,4,1,59,39,6,8,8,5,18,0,24,0,123,2
05/28/2020,1,2,1,0,0,3,1,61,3,3,0,5,0,0,12,4,328,7,5,1,3,3,1,13,37,4,1,1,0,0,2,16,1,20,2,11,1632,1,4,1,59,39,6,8,8,5,18,0,24,0,125,2
05/29/2020,1,2,1,0,0,3,1,61,3,3,0,5,0,0,12,4,331,7,5,1,3,3,1,13,37,4,1,1,0,0,2,16,1,21,2,11,1661,1,4,1,59,39,6,8,8,6,22,0,24,0,126,2
05/30/2020,1,2,1,0,0,3,3,61,3,3,0,5,0,0,12,4,333,7,5,1,3,3,1,13,37,4,1,1,0,0,2,17,1,22,2,12,1685,1,4,1,59,39,6,8,8,6,23,0,25,0,127,2
05/31/2020,1,2,1,0,0,3,3,62,3,3,0,5,0,0,12,4,333,7,5,1,3,3,1,13,37,4,1,1,0,0,2,17,1,22,2,13,1705,1,4,1,59,39,6,8,8,6,23,0,25,0,128,2
06/01/2020,1,2,1,0,0,3,3,62,3,3,0,5,0,0,11,4,336,7,5,1,3,3,1,14,37,5,1,1,0,0,2,17,1,22,1,14,1744,1,4,1,60,40,6,8,9,6,24,0,25,0,129,2
06/02/2020,1,2,1,0,0,3,3,62,3,3,0,5,0,1,11,4,335,7,5,1,3,3,1,14,38,5,1,1,0,0,2,17,1,22,1,14,1762,1,4,1,60,41,6,8,9,6,24,0,25,0,130,2
06/03/2020,1,2,1,0,0,3,3,62,3,3,0,5,0,1,11,4,336,7,5,1,3,3,1,15,39,5,1,1,0,0,2,17,1,22,1,14,1783,1,4,1,60,41,6,8,11,6,29,0,25,0,132,2
06/04/2020,1,2,1,0,0,3,3,62,3,3,0,5,0,1,11,4,336,7,5,1,4,3,1,15,39,6,1,1,0,0,2,17,1,23,1,14,1803,1,4,1,60,42,6,8,11,6,29,0,25,0,134,3
06/05/2020,1,2,1,0,0,3,3,62,3,3,0,5,0,1,11,4,336,7,6,1,4,3,1,15,41,6,1,1,0,0,2,18,1,24,2,14,1834,1,4,1,60,42,6,8,11,6,30,0,25,0,135,3
06/06/2020,1,2,1,0,0,3,3,62,3,5,0,5,0,1,11,4,336,7,6,1,4,3,1,16,43,9,2,1,0,1,2,18,1,27,2,14,1880,1,4,1,60,42,6,8,11,6,35,0,25,1,141,3
06/07/2020,1,2,1,0,0,3,3,62,3,6,0,5,0,1,11,5,337,7,6,1,4,3,1,16,44,9,2,1,0,1,2,18,1,28,2,14,1911,1,4,1,60,43,6,8,11,6,42,0,25,1,142,3
06/08/2020,1,2,1,0,0,3,3,62,3,8,0,5,0,1,11,5,339,7,6,1,4,3,1,16,44,9,2,1,0,1,2,18,1,28,2,14,1917,1,4,1,60,43,6,8,11,6,50,0,25,1,143,3
06/09/2020,1,2,1,1,0,3,3,63,3,8,0,5,0,1,11,5,339,8,6,1,4,3,1,16,44,9,3,1,0,1,2,18,1,30,2,14,1930,1,4,1,60,43,6,8,11,7,49,0,25,1,144,4
06/10/2020,1,2,1,2,0,3,3,63,3,8,0,5,0,1,11,5,339,8,6,1,4,3,1,16,44,9,3,1,0,6,2,18,1,31,2,14,1958,1,4,1,60,43,6,8,11,7,51,0,25,1,147,4
06/11/2020,1,2,1,2,0,3,3,63,3,8,0,5,0,2,11,5,339,8,6,1,4,3,1,16,45,9,3,1,0,6,2,21,1,32,2,15,1984,1,4,1,61,43,6,8,12,7,51,0,26,1,150,4
06/12/2020,1,2,1,2,0,3,3,63,3,8,0,5,0,2,11,5,341,9,6,1,4,3,1,16,45,9,3,1,0,8,2,21,1,33,3,15,2006,1,4,1,62,43,6,8,12,7,51,0,26,1,156,4
06/13/2020,1,2,1,2,0,3,3,63,3,8,0,5,0,3,11,5,342,9,6,1,4,3,1,16,46,9,3,1,0,9,2,21,1,36,3,15,2037,1,4,1,63,43,6,8,12,7,51,0,26,1,159,4
06/14/2020,1,2,1,2,0,3,3,63,3,8,0,5,0,3,11,5,343,10,6,1,4,3,1,16,47,9,3,1,0,10,2,21,1,37,3,15,2044,1,4,1,65,43,7,8,12,7,52,0,26,1,165,4
06/15/2020,1,2,1,2,0,3,3,63,3,8,0,5,0,3,11,5,345,10,6,1,4,3,1,16,47,9,3,1,0,10,2,21,1,37,4,15,2058,1,4,1,67,43,7,8,12,7,52,0,26,1,167,4
06/16/2020,1,2,1,2,0,3,3,63,3,8,0,5,0,3,11,5,346,11,6,1,4,3,1,17,47,9,3,1,0,10,2,21,1,37,4,15,2067,1,4,1,68,43,7,8,13,7,52,0,26,1,176,4
06/17/2020,1,2,1,2,0,3,3,63,4,8,0,5,0,3,11,5,350,11,6,1,4,3,1,17,48,11,3,1,0,10,2,22,1,37,7,15,2084,1,4,1,70,43,7,8,13,7,60,0,26,1,180,4
06/18/2020,1,2,1,2,0,3,3,65,6,8,0,5,0,3,11,5,356,11,6,1,5,3,1,17,50,16,3,1,0,10,2,22,1,37,10,15,2091,1,4,1,70,43,7,8,13,8,60,0,26,1,180,4
06/19/2020,1,2,1,2,0,4,3,68,6,8,0,5,0,4,12,5,358,11,6,1,4,3,1,17,51,16,3,1,0,10,3,23,1,37,12,15,2104,1,4,1,70,43,7,8,13,8,60,0,26,1,188,4
06/20/2020,1,2,1,2,0,4,3,67,6,8,1,5,1,4,12,5,361,11,6,1,4,3,1,17,51,16,3,1,0,10,3,24,1,38,12,15,2118,1,4,1,70,43,7,8,13,8,60,0,26,1,192,5
06/21/2020,1,2,2,2,0,4,3,68,6,8,1,5,1,4,12,5,361,11,6,1,4,3,1,17,52,18,3,1,0,11,3,24,1,38,12,15,2138,1,4,1,70,43,7,8,15,9,62,0,26,1,198,5
06/22/2020,1,2,2,2,0,4,3,68,6,8,1,5,2,4,13,5,365,11,6,1,4,3,1,17,53,18,3,1,0,11,3,24,1,39,19,15,2143,1,4,1,70,43,7,9,15,9,62,0,26,1,202,5
06/23/2020,2,2,2,2,0,4,4,68,6,8,1,5,3,4,13,5,365,11,6,1,4,3,1,17,54,18,3,1,0,11,3,24,1,39,19,15,2146,1,4,1,70,43,7,9,15,9,62,0,26,1,202,5
06/24/2020,2,2,2,2,0,4,4,68,8,8,1,5,2,4,13,5,366,11,6,1,4,3,1,19,54,18,3,1,0,11,3,25,1,39,20,15,2165,1,4,1,72,43,9,11,16,9,62,0,26,1,214,5
06/25/2020,2,2,2,2,0,4,4,70,9,8,1,5,2,4,13,5,373,11,6,1,5,3,1,20,58,18,3,1,0,11,3,27,1,41,20,15,2171,1,4,1,73,43,9,10,16,10,62,0,28,1,217,5
06/26/2020,2,2,2,2,0,4,5,71,9,8,1,5,2,4,13,5,376,11,6,1,6,3,1,20,59,18,3,1,1,11,3,27,1,41,20,15,2181,1,4,1,74,44,9,10,16,10,63,0,29,1,223,5
06/27/2020,2,2,2,2,0,4,5,71,9,8,1,5,2,4,13,5,379,11,6,1,6,3,1,21,59,19,3,1,1,13,3,27,1,41,21,16,2193,1,4,1,78,44,9,10,17,10,63,0,29,1,234,5
06/28/2020,2,3,2,2,0,4,5,73,9,8,1,5,2,4,13,5,384,11,6,1,6,3,1,22,59,19,3,1,1,13,3,27,1,41,21,17,2208,1,4,2,78,45,9,10,17,10,63,0,32,1,241,5
06/29/2020,2,3,2,2,0,4,5,73,9,8,1,5,2,4,13,5,385,11,6,1,6,3,1,22,60,19,3,1,1,13,3,27,2,41,24,17,2233,1,4,2,81,47,9,10,17,10,63,0,32,1,249,5
06/30/2020,2,3,2,2,0,5,5,73,9,8,1,5,2,4,13,5,385,11,6,1,6,3,1,23,60,19,4,1,1,13,3,27,2,41,24,17,2245,1,4,2,91,50,9,10,17,10,63,0,32,1,258,5
07/01/2020,2,3,2,2,0,5,5,75,9,8,1,5,2,4,14,5,387,11,7,1,6,3,2,24,60,19,4,1,1,13,3,27,2,41,24,19,2260,1,4,2,91,50,9,10,17,10,63,0,37,1,267,5
07/02/2020,2,3,2,2,0,5,5,77,9,9,1,5,3,4,14,5,390,11,7,1,6,3,2,25,60,19,4,1,1,13,4,27,2,41,23,20,2277,1,4,2,93,50,9,10,17,10,63,0,37,1,281,5
07/03/2020,2,3,2,2,0,5,5,77,9,9,1,6,3,4,14,5,397,11,7,1,6,3,2,26,61,20,4,1,1,13,4,27,2,42,25,21,2295,1,4,2,100,51,9,11,17,11,63,0,38,1,302,5
07/04/2020,2,3,2,2,0,5,5,77,9,9,1,6,3,4,14,5,402,11,7,1,6,3,2,26,64,20,4,1,1,13,5,27,2,43,25,21,2323,1,4,2,101,54,10,11,18,11,63,0,39,1,314,5
07/05/2020,2,3,2,2,0,5,5,80,9,9,1,6,4,4,15,5,403,11,7,1,6,3,2,28,65,21,4,1,1,13,5,27,2,43,25,21,2334,1,4,2,103,54,10,12,18,11,64,0,43,1,322,5
07/06/2020,2,3,2,2,0,5,5,80,9,9,1,6,5,4,15,5,406,11,7,1,6,3,3,29,65,22,4,1,1,13,5,27,2,43,25,22,2351,1,4,2,103,54,10,12,19,11,65,0,43,1,328,5
07/07/2020,2,3,2,2,0,5,5,82,5,9,1,6,6,4,15,5,408,11,7,1,7,3,3,30,66,23,5,1,1,13,5,28,2,43,26,22,2358,1,4,2,109,54,11,12,19,11,65,1,50,1,343,5
07/08/2020,4,3,2,2,1,6,5,83,4,9,1,6,6,4,15,5,411,11,7,2,7,3,3,31,65,23,9,1,1,13,6,29,2,43,29,22,2373,1,4,3,116,54,13,18,19,11,65,1,53,2,363,5
07/09/2020,4,3,2,2,0,6,5,85,4,9,1,6,10,5,18,5,412,11,7,2,7,3,3,41,67,23,11,1,1,13,6,31,2,44,32,23,2402,1,4,4,121,55,14,18,21,11,66,1,59,2,385,5
07/10/2020,3,3,2,2,0,7,5,89,4,9,1,6,13,5,19,5,422,11,8,2,7,3,4,44,69,23,11,1,1,13,6,31,2,45,33,25,2421,1,4,5,123,59,14,19,21,11,66,2,62,2,409,5
