date,Cotton,Delaware,Ellis,Garfield,Garvin,Grady,Jefferson,Le Flore,Lincoln,Mayes,McCurtain,Okfuskee,Ottawa,Unknown,Wagoner,Beaver,Bryan,Carter,Custer,Dewey,Grant,Harmon,Johnston,Kay,Latimer,Love,McIntosh,Murray,Muskogee,Nowata,Payne,Pittsburg,Seminole,Sequoyah,Adair,Alfalfa,Atoka,Blaine,Caddo,Canadian,Choctaw,Cleveland,Comanche,Craig,Creek,Greer,Harper,Jackson,Kingfisher,Kiowa,Major,Marshall,McClain,Noble,Okmulgee,Osage,Pottawatomie,Pushmataha,Rogers,Tillman,Tulsa,Washita,Woodward,Cherokee,Haskell,Hughes,Oklahoma,Pawnee,Pontotoc,Roger Mills,Stephens,Texas,Washington,Logan,Cimarron,Woods,Beckham,Coal
04/10/2020,4,23,0,5,11,11,1,3,11,13,2,1,17,0,65,1,3,1,5,1,1,0,0,41,4,2,0,1,21,10,28,8,6,10,26,0,1,0,8,52,2,236,47,6,53,46,0,6,5,1,1,1,18,6,13,45,25,0,23,1,314,0,1,18,0,0,413,26,9,0,13,3,57,7,0,0,1,0
04/11/2020,4,24,0,6,10,11,1,3,11,13,2,1,16,0,67,1,3,1,5,1,2,0,0,42,4,2,0,1,21,10,28,8,6,9,27,0,1,0,9,56,2,247,49,6,54,48,0,7,5,1,1,1,18,6,13,45,25,0,24,1,323,0,1,18,0,0,425,26,9,0,13,3,83,7,0,0,1,0
04/12/2020,4,50,0,6,10,11,1,3,11,14,3,1,18,0,69,1,3,1,5,1,2,0,0,43,4,2,0,1,21,10,28,8,7,9,27,0,1,0,9,56,2,264,49,7,55,49,0,7,5,1,1,1,18,6,13,50,26,0,25,1,332,0,1,18,0,0,435,26,9,0,14,3,104,7,0,0,1,0
04/13/2020,5,63,0,7,11,11,1,3,10,15,6,1,23,0,73,1,4,1,6,1,2,0,0,45,4,2,0,1,22,10,29,10,7,11,27,1,1,0,9,57,2,267,51,7,56,50,0,7,6,2,1,1,19,6,14,56,26,0,25,1,337,0,1,20,0,0,455,27,10,0,15,5,114,7,0,0,1,0
04/14/2020,5,71,0,7,10,12,1,3,10,14,6,1,22,0,98,1,4,1,7,1,2,0,2,45,4,2,0,1,25,11,28,11,7,11,28,1,1,0,10,62,3,277,52,9,60,49,0,7,6,2,2,1,18,6,14,59,28,0,28,1,358,0,1,20,0,0,474,27,10,0,15,6,118,7,0,0,1,0
04/15/2020,5,72,0,7,10,14,1,4,10,16,7,1,22,0,102,1,5,1,7,2,2,0,2,45,4,2,0,1,26,11,29,13,7,10,29,1,1,0,35,63,3,294,52,8,57,50,0,6,6,2,2,1,19,6,14,61,28,0,30,1,362,0,1,21,0,0,483,27,10,0,15,9,118,7,0,0,2,0
04/16/2020,5,74,0,9,10,16,1,5,11,19,7,1,24,0,107,1,5,1,7,2,2,0,2,46,4,2,0,2,25,11,34,14,7,10,29,1,1,0,48,65,3,301,57,7,58,50,0,6,6,2,2,1,20,6,14,61,32,0,30,1,376,0,1,22,0,0,497,28,10,0,15,9,124,8,0,0,2,0
04/17/2020,5,76,0,9,10,19,1,6,11,19,7,1,26,0,107,1,5,1,7,2,2,0,3,46,4,2,1,1,25,11,36,15,7,10,38,1,1,0,51,69,3,306,65,7,62,54,0,6,6,2,2,1,21,6,15,61,33,0,34,2,390,0,1,24,1,0,520,28,10,0,15,9,133,9,0,1,2,0
04/18/2020,5,80,0,10,10,20,1,6,10,19,7,1,27,0,108,2,5,1,9,2,2,0,3,46,4,2,2,1,26,13,37,17,7,10,41,1,1,0,51,72,3,308,65,8,67,55,1,6,6,3,2,2,23,6,15,64,35,0,38,2,409,0,1,24,2,0,550,28,10,0,15,13,138,9,0,1,2,0
04/19/2020,5,83,0,11,10,20,1,6,10,19,7,1,27,0,108,1,5,1,9,2,2,0,3,46,4,2,2,1,26,13,37,17,7,10,43,1,1,0,51,73,3,312,67,8,68,55,1,6,6,3,2,2,23,6,15,64,36,0,38,2,411,0,1,24,2,0,561,28,10,0,15,13,140,9,0,1,2,0
04/20/2020,5,86,0,11,11,23,1,6,10,19,8,1,27,0,108,1,5,1,10,2,2,0,3,46,4,2,2,1,26,13,39,18,7,10,46,1,1,0,52,75,3,323,71,8,68,57,1,6,6,3,2,2,22,6,15,65,36,0,38,2,422,0,1,24,2,0,575,28,10,0,19,20,148,9,0,3,2,0
04/21/2020,5,87,0,11,12,23,2,7,10,19,8,1,27,0,112,1,6,1,10,2,2,0,3,46,4,2,2,1,26,13,39,20,9,10,47,1,1,0,52,76,3,345,72,8,69,57,1,8,6,3,2,2,23,6,15,65,36,0,40,1,432,0,1,24,3,0,590,28,10,0,19,32,192,10,1,3,2,0
04/22/2020,5,88,0,11,12,25,2,8,10,19,8,1,28,0,112,1,6,1,10,2,2,0,3,46,4,2,2,1,26,14,40,20,9,10,49,1,1,0,53,82,3,372,71,8,70,61,1,8,6,3,2,2,25,6,16,65,37,0,42,1,437,0,1,25,3,0,607,28,10,0,19,34,201,10,1,3,2,0
04/23/2020,5,89,0,11,13,31,2,8,10,19,8,1,29,0,112,1,6,2,10,2,2,0,3,47,4,2,2,1,26,16,40,22,8,10,50,1,1,0,53,86,3,388,75,9,71,63,1,13,6,4,2,2,28,6,16,68,38,0,44,1,454,0,2,25,3,0,634,28,10,0,19,46,208,11,1,3,2,0
04/24/2020,5,90,0,11,13,31,2,9,10,19,8,1,29,0,114,2,6,2,10,2,2,0,3,47,4,2,2,1,26,17,43,22,8,11,53,1,1,0,53,88,3,393,76,9,72,64,1,13,7,4,2,2,30,6,16,71,40,0,45,1,467,0,1,26,3,0,670,28,10,0,19,59,216,12,1,3,2,0
04/25/2020,5,90,0,11,13,34,2,9,10,21,8,1,29,0,114,2,6,2,10,2,2,0,4,47,4,2,2,1,26,19,43,21,8,11,54,1,1,0,53,90,3,400,76,9,73,64,1,14,7,4,2,2,30,6,16,71,40,0,46,1,479,0,1,26,3,0,694,28,10,0,20,68,222,12,1,3,3,0
04/26/2020,5,90,0,11,13,34,2,9,10,21,8,1,29,0,114,3,6,2,10,2,2,0,3,47,5,2,2,1,26,20,44,25,8,12,55,1,1,0,58,91,3,403,79,9,76,64,1,15,8,4,2,2,30,6,16,72,40,0,47,1,491,0,1,26,5,0,696,29,10,0,20,73,229,13,1,3,5,0
04/27/2020,5,90,0,11,13,34,2,10,11,21,8,1,29,0,115,3,6,2,10,2,2,0,3,47,5,2,2,1,26,20,44,25,8,12,55,1,1,0,58,91,3,404,79,9,76,64,1,15,8,4,2,2,30,6,16,72,42,1,47,1,490,0,1,26,5,0,703,29,10,0,20,85,231,13,1,3,5,0
04/28/2020,5,90,0,15,13,35,2,10,11,21,8,1,32,0,116,5,8,2,10,2,2,0,3,47,5,2,2,1,26,20,44,27,10,12,64,1,1,0,61,96,3,410,79,10,76,64,1,15,8,4,3,2,35,6,16,72,43,1,50,1,506,0,1,26,5,0,729,29,10,0,22,107,244,13,1,3,5,0
04/29/2020,5,90,0,15,13,35,2,10,12,21,8,1,31,0,118,5,8,2,10,2,2,0,3,47,5,2,2,1,26,21,44,28,10,12,64,1,1,0,61,97,3,417,79,10,77,64,1,15,8,4,3,2,35,6,16,73,43,1,52,1,522,0,1,27,4,0,743,29,10,0,22,119,248,14,1,3,5,0
04/30/2020,5,90,0,17,13,36,2,11,13,22,8,1,31,0,119,8,8,3,10,2,2,0,3,47,5,2,2,1,27,21,44,29,10,12,64,1,1,0,62,98,3,419,80,10,77,65,1,15,8,5,3,2,53,6,16,75,45,1,59,1,567,0,1,27,4,0,773,29,10,0,22,131,256,15,1,3,5,0
05/01/2020,5,91,0,17,14,36,2,11,12,24,8,1,34,0,120,9,8,3,10,2,2,0,3,47,5,2,2,1,27,21,44,32,11,12,65,1,1,0,64,98,3,426,81,11,80,65,1,16,8,5,3,2,74,6,16,76,48,1,60,2,584,0,1,27,4,0,816,29,10,0,22,138,263,16,1,3,5,0
05/02/2020,5,91,0,18,14,38,2,13,14,24,8,1,34,0,122,13,9,3,10,2,2,0,3,47,5,2,2,2,27,21,44,35,12,12,65,1,1,0,64,98,3,430,84,11,80,65,1,16,8,5,3,2,74,6,16,76,51,1,65,2,607,0,1,27,5,0,822,29,10,0,22,172,268,16,1,3,5,0
05/03/2020,5,91,0,19,14,39,2,13,14,24,8,1,34,0,122,14,9,4,11,2,2,0,3,47,5,2,2,2,27,21,44,39,12,12,65,1,1,0,69,100,3,432,98,11,80,65,1,17,8,5,3,2,77,6,16,76,52,1,66,14,628,0,1,27,5,0,838,29,10,0,22,201,273,16,1,3,5,0
05/04/2020,5,91,0,19,14,40,2,13,14,24,8,1,34,0,122,14,9,4,11,2,2,0,3,47,5,2,3,2,27,21,44,38,12,12,65,1,1,1,72,102,3,436,102,12,80,65,1,17,8,5,3,2,77,6,16,78,52,1,67,14,639,0,1,27,5,0,841,29,10,0,22,236,276,16,1,3,6,0
05/05/2020,5,92,0,21,14,40,2,13,16,24,8,1,34,0,123,15,9,5,11,2,2,0,3,48,5,2,3,2,27,21,44,39,19,12,66,1,1,2,77,103,3,439,104,12,80,65,1,18,8,5,4,2,84,6,16,78,52,1,68,15,645,0,1,29,5,0,853,29,10,0,22,252,281,17,1,3,6,0
05/06/2020,5,92,0,21,14,41,2,13,16,24,8,1,34,0,123,15,12,5,11,2,2,0,3,48,5,2,4,2,27,21,44,39,19,13,68,1,1,2,77,103,3,447,113,13,81,65,1,19,8,5,4,2,83,7,16,77,52,1,68,15,653,0,1,29,5,0,868,29,10,0,22,274,283,17,1,3,6,0
05/07/2020,5,92,0,21,14,41,2,13,16,24,8,1,34,0,125,17,12,6,11,2,2,0,3,48,5,3,4,2,28,21,44,39,19,13,69,1,1,2,89,107,3,448,115,13,82,65,1,19,8,5,4,2,84,7,17,82,53,1,69,16,676,0,1,29,5,0,895,29,10,0,22,308,289,18,1,3,6,0
05/08/2020,5,92,0,22,14,42,3,13,17,24,8,1,34,0,126,19,12,6,11,2,2,0,3,48,5,3,5,2,28,22,45,39,20,13,72,1,1,2,97,107,3,453,116,13,82,65,1,19,8,6,5,2,85,7,16,85,54,1,70,19,684,0,1,30,5,0,905,29,10,0,22,343,291,18,1,3,6,0
05/09/2020,5,92,0,22,14,45,3,13,17,24,8,1,34,0,125,20,12,6,11,2,2,0,3,48,5,3,5,2,29,22,45,39,20,13,74,1,1,2,100,110,3,455,124,13,82,65,1,19,8,7,5,2,85,7,16,88,54,1,70,19,695,0,1,30,5,0,927,29,10,0,22,345,296,18,1,3,6,0
05/10/2020,5,92,0,22,15,45,3,13,17,24,8,1,34,0,129,20,12,6,11,2,2,0,3,48,5,3,5,2,29,22,45,39,21,14,74,1,1,3,108,111,3,456,124,13,82,65,1,19,8,7,5,2,85,7,16,88,54,1,70,19,700,0,1,30,5,0,945,29,10,0,22,403,296,18,1,3,6,0
05/11/2020,5,93,0,22,15,46,3,13,17,25,8,1,34,0,129,20,12,6,11,2,2,0,3,48,5,3,5,2,29,22,45,39,21,14,72,1,1,3,108,111,3,456,124,13,82,65,1,19,8,6,5,2,85,7,16,89,54,1,70,19,708,0,1,30,5,0,954,29,10,0,22,404,301,18,1,3,6,0
05/12/2020,5,94,0,21,15,52,3,13,17,26,8,1,34,0,130,19,12,6,12,2,2,0,3,48,5,3,5,2,29,23,44,39,21,14,74,1,2,2,109,114,3,457,151,12,82,66,1,20,9,6,6,2,85,7,16,90,54,1,71,19,717,0,1,30,5,0,997,29,10,0,22,424,300,18,1,3,6,0
05/13/2020,5,93,0,22,15,54,3,13,17,25,8,2,34,0,131,20,12,6,12,2,2,0,3,49,5,3,5,2,29,23,44,39,21,14,74,1,1,1,110,115,3,458,184,12,83,66,1,20,10,6,6,2,86,7,16,90,55,1,72,20,734,0,1,29,5,0,1007,29,10,0,22,474,300,18,1,3,6,0
05/14/2020,5,93,0,22,15,58,3,14,17,26,9,2,34,0,131,20,12,7,12,2,2,0,3,49,5,3,5,2,30,23,44,39,21,14,74,1,1,1,110,116,3,458,197,13,83,66,1,21,10,6,6,2,86,7,16,90,55,1,72,21,743,1,1,29,5,0,1013,29,10,0,22,541,301,18,1,3,6,0
05/15/2020,5,93,0,23,16,60,3,13,17,27,9,2,35,0,133,22,12,8,12,2,2,0,3,49,5,3,8,2,29,23,44,39,21,14,74,1,1,2,111,116,3,459,205,13,83,66,1,21,10,7,6,4,86,7,16,91,55,1,72,21,752,1,1,29,5,0,1035,29,10,0,23,606,301,18,1,3,6,0
05/16/2020,5,95,0,23,15,64,3,13,18,28,11,2,34,0,136,23,13,8,12,2,2,0,3,49,5,3,10,2,29,23,45,38,21,14,74,1,1,3,112,116,3,466,215,13,83,66,1,21,10,6,6,4,86,7,18,91,56,1,72,22,776,1,1,29,5,0,1070,29,11,0,24,658,302,18,1,3,6,0
05/17/2020,5,95,0,23,15,64,3,13,18,28,11,2,35,0,137,23,14,9,12,2,2,0,3,49,6,3,10,2,30,23,45,38,21,14,75,1,1,3,114,117,4,468,224,14,84,66,1,21,10,6,6,4,86,7,18,91,57,1,72,22,781,1,1,29,5,0,1074,29,11,0,24,696,303,18,1,3,6,0
05/18/2020,5,95,0,23,15,64,3,13,19,28,11,2,35,0,137,23,17,13,12,2,2,0,3,50,6,4,10,2,30,23,45,39,21,14,75,1,1,3,120,118,5,468,225,14,85,66,1,21,10,6,6,6,86,7,18,91,57,1,72,22,787,1,1,29,5,0,1075,29,11,0,26,752,303,18,1,3,6,0
05/19/2020,5,96,0,23,15,65,3,13,19,28,12,2,35,0,137,23,19,15,12,2,2,0,3,50,6,4,10,2,30,23,45,39,21,14,77,1,1,3,122,120,6,470,229,15,85,66,1,21,10,6,6,6,95,7,18,92,57,1,72,22,802,1,1,29,5,0,1087,29,11,0,25,784,304,18,1,3,6,1
05/20/2020,5,96,0,24,15,68,3,13,19,28,13,2,35,0,137,23,19,15,12,2,2,0,3,50,5,4,10,2,30,23,45,39,21,14,78,1,1,3,126,120,12,472,229,15,85,66,1,21,10,6,6,6,95,7,18,92,56,2,72,22,814,1,1,29,6,0,1093,29,11,0,25,791,304,18,1,3,6,1
05/21/2020,5,97,0,24,15,71,3,13,21,28,13,3,35,0,140,24,19,16,12,3,2,0,3,51,5,4,11,2,32,23,45,40,21,14,78,1,1,4,132,122,12,482,235,15,87,66,1,21,10,6,6,7,95,7,21,92,56,2,73,22,852,1,3,28,6,0,1109,29,11,0,36,820,307,18,1,3,6,1
05/22/2020,5,97,0,25,15,72,3,13,21,29,18,2,35,0,143,24,19,21,12,3,2,0,3,51,5,6,11,2,34,23,45,40,21,14,79,1,1,4,132,123,14,481,236,15,88,66,1,21,11,6,6,7,95,7,22,93,56,2,73,22,890,1,3,28,6,0,1179,29,11,0,37,851,309,18,1,3,6,1
05/23/2020,5,99,0,25,15,73,3,13,21,29,23,3,35,0,145,24,21,22,12,3,2,0,3,52,5,14,11,2,35,23,45,40,21,14,82,1,1,4,136,124,14,487,270,15,89,66,1,21,13,6,6,7,97,7,22,94,56,2,78,22,903,1,3,28,6,0,1189,29,11,0,37,855,310,18,1,3,6,1
05/24/2020,5,99,0,26,15,76,3,13,21,29,25,3,35,0,148,24,22,22,12,3,2,0,3,52,5,14,11,2,35,23,45,40,22,14,82,1,1,4,136,126,18,489,270,15,90,66,1,21,11,6,6,7,98,7,23,94,57,2,78,22,915,2,4,28,6,0,1203,29,12,0,37,881,310,19,1,3,6,1
05/25/2020,5,99,0,26,15,79,3,14,21,30,29,3,35,0,148,24,22,23,12,3,2,0,3,52,5,15,11,2,35,23,45,40,23,14,82,1,1,5,146,128,21,490,268,15,91,66,1,23,11,6,6,8,98,7,23,94,57,2,78,23,926,2,4,28,6,0,1208,29,12,0,37,886,310,19,1,3,6,1
05/26/2020,5,100,0,26,15,80,3,14,22,30,29,3,35,0,149,24,22,25,12,4,2,0,3,52,5,15,11,2,36,23,45,40,23,14,82,1,1,6,150,128,25,493,270,15,92,66,1,24,11,6,6,8,98,7,23,94,57,2,78,23,935,2,4,29,6,0,1216,29,11,0,37,890,312,19,1,3,6,1
05/27/2020,5,100,0,26,16,83,4,14,22,30,32,3,35,0,150,24,23,36,13,4,2,0,3,52,5,15,11,3,39,23,45,40,23,14,82,1,2,6,153,128,27,494,274,15,93,66,1,24,11,6,6,8,101,7,23,93,58,2,79,23,958,2,4,29,6,0,1227,30,12,0,37,902,314,19,1,3,6,1
05/28/2020,5,100,0,26,16,83,3,14,22,30,33,3,35,0,150,24,23,38,13,4,2,0,3,52,5,15,11,4,43,23,45,40,24,14,84,1,2,6,154,128,30,496,278,15,93,66,1,24,11,6,6,8,103,7,23,94,59,2,80,23,960,2,4,28,6,0,1241,30,11,0,37,904,314,19,1,3,6,1
05/29/2020,5,100,0,26,17,85,3,14,22,30,34,6,35,0,150,24,24,39,13,2,2,0,3,52,5,15,11,4,46,23,45,40,26,14,85,1,3,6,155,129,32,498,279,15,93,66,1,24,11,6,6,8,104,7,25,95,59,2,80,23,983,2,4,28,6,1,1254,30,13,0,37,908,314,19,1,3,6,1
05/30/2020,5,100,0,27,17,92,3,14,22,30,35,4,35,0,149,24,26,41,16,2,2,0,3,53,5,15,11,4,48,23,45,41,26,15,87,1,3,6,158,132,39,500,279,15,94,66,1,27,11,6,6,8,104,7,26,95,59,2,81,23,998,2,5,29,6,1,1263,31,13,0,38,917,316,19,1,3,6,1
05/31/2020,5,100,0,28,18,97,4,14,22,30,41,5,35,0,150,24,26,44,20,2,2,0,3,53,5,16,11,4,48,23,45,41,26,15,87,1,3,6,160,133,48,501,281,15,94,66,1,27,11,6,6,8,105,7,26,95,60,3,81,23,1014,2,5,29,6,1,1281,31,13,0,38,925,317,19,1,3,9,1
06/01/2020,5,100,0,28,18,97,4,14,22,30,41,5,35,0,150,24,29,45,20,3,2,0,3,54,5,16,11,4,48,23,45,41,26,15,88,1,4,7,162,133,73,503,283,15,95,66,1,27,11,6,6,8,105,7,26,95,62,3,81,23,1022,2,5,29,6,1,1284,31,14,0,38,926,325,19,1,3,10,3
06/02/2020,5,100,0,27,18,99,4,14,22,30,71,5,35,0,150,24,31,45,26,3,2,0,3,56,5,16,12,4,49,23,46,41,26,15,91,1,4,7,164,133,76,506,285,15,96,66,1,27,11,6,6,8,106,7,25,95,63,3,82,23,1057,2,5,30,6,3,1294,31,15,0,38,934,327,19,1,3,10,3
06/03/2020,5,100,0,27,18,100,4,14,22,30,75,5,35,0,150,24,32,45,30,3,2,0,3,57,5,16,12,5,60,23,48,41,28,15,91,1,4,8,167,133,87,511,290,15,97,66,1,27,11,6,6,8,106,7,25,96,63,5,82,23,1087,2,5,31,6,3,1309,31,15,0,40,939,334,19,1,3,7,3
06/04/2020,5,100,0,28,18,104,4,14,22,31,77,5,35,0,151,24,33,51,31,3,2,0,3,57,5,16,14,5,60,23,48,41,30,16,93,1,4,8,168,137,90,514,293,15,98,66,1,27,12,6,6,10,107,7,25,102,63,5,83,23,1109,2,5,31,6,3,1328,32,15,0,41,944,338,19,1,3,7,3
06/05/2020,5,100,0,29,18,107,4,14,22,31,79,5,35,0,153,24,35,51,32,3,2,0,3,57,5,16,14,5,61,23,48,41,30,17,93,1,4,9,168,141,97,520,306,15,99,66,1,27,12,6,6,9,109,7,25,101,63,4,83,23,1134,2,5,31,6,3,1350,32,17,0,41,944,339,19,1,4,7,5
06/06/2020,5,100,0,29,18,107,4,15,22,31,81,5,35,0,153,24,35,51,32,3,2,0,3,59,5,16,14,5,61,23,48,41,30,17,93,1,4,9,168,141,98,519,309,15,99,66,1,27,12,6,6,9,109,7,26,101,63,5,85,23,1165,2,5,31,6,3,1360,33,18,0,41,944,340,19,1,4,7,5
06/07/2020,5,102,0,30,20,115,4,15,22,34,84,5,35,0,156,27,36,52,34,3,2,0,3,59,5,17,14,6,62,24,48,42,30,17,94,1,4,9,170,142,98,520,310,16,100,66,1,28,12,6,6,11,109,7,26,101,64,5,85,23,1188,2,7,33,6,3,1369,34,18,0,44,947,340,21,1,4,7,5
06/08/2020,5,102,0,30,20,115,4,16,23,34,97,5,35,0,156,27,36,53,34,3,2,0,3,59,5,17,14,6,64,24,51,42,30,17,94,1,4,9,170,142,100,524,310,16,100,66,1,28,12,6,6,11,110,7,27,102,64,5,87,23,1196,2,7,33,6,3,1384,34,18,0,44,947,340,21,1,4,7,5
06/09/2020,5,103,0,31,20,115,4,16,22,35,109,6,35,0,158,27,40,55,35,3,2,0,3,60,5,21,14,6,67,24,52,43,30,18,95,1,5,10,174,143,100,529,311,16,101,66,1,29,12,6,6,11,110,7,29,102,65,5,89,23,1261,2,8,37,6,3,1404,34,20,0,43,954,343,21,1,5,7,5
06/10/2020,5,104,0,31,20,115,4,16,22,37,117,6,35,0,161,27,46,55,37,2,2,0,3,60,5,20,14,6,67,24,55,44,30,19,95,1,5,9,173,144,101,529,312,16,102,66,1,30,12,6,6,12,110,7,29,103,66,6,92,23,1308,2,8,37,6,3,1436,35,20,0,43,955,343,21,1,5,7,5
06/11/2020,5,104,0,31,20,115,4,17,22,46,122,6,36,0,164,29,47,57,38,2,2,0,4,64,5,20,14,6,69,24,60,44,30,19,95,1,5,9,173,144,101,533,317,16,101,66,1,30,12,6,6,13,112,7,29,104,66,6,92,23,1372,2,9,39,6,3,1461,35,20,0,44,956,344,22,1,5,7,6
06/12/2020,5,107,0,45,20,116,4,18,22,50,137,6,36,0,165,30,49,57,40,2,2,0,4,65,5,21,15,6,70,25,72,43,31,19,95,1,8,9,173,146,102,539,319,16,102,66,1,32,12,6,6,13,114,8,29,104,67,7,93,23,1443,2,9,41,6,3,1517,36,20,0,44,963,345,22,1,5,7,6
06/13/2020,5,107,0,46,20,116,4,19,22,56,143,6,37,0,168,30,48,57,41,2,2,0,4,65,6,22,16,6,74,25,97,43,31,20,96,1,8,9,175,148,102,544,333,16,105,66,1,30,12,6,6,15,113,9,29,106,67,7,95,23,1525,2,9,43,6,3,1561,41,21,0,44,968,348,23,1,5,7,6
06/14/2020,5,108,0,47,28,117,4,20,24,56,148,6,37,0,169,30,48,57,41,4,2,0,5,65,6,23,16,11,77,25,100,43,31,21,96,1,8,10,175,150,102,546,337,16,106,66,1,30,12,6,6,15,116,14,30,112,71,7,97,23,1564,2,11,48,6,3,1597,41,21,0,45,975,348,23,1,5,8,6
06/15/2020,5,109,0,47,30,118,4,20,24,56,151,6,37,0,171,30,48,60,41,5,2,0,5,65,6,25,16,11,79,25,104,43,31,21,96,1,8,12,176,156,102,552,341,16,106,66,1,30,13,6,6,16,116,14,30,114,72,7,99,23,1653,2,11,48,6,3,1643,41,21,0,45,975,350,25,1,5,8,6
06/16/2020,5,111,0,51,33,118,4,20,27,59,158,6,41,0,173,30,51,60,42,4,2,0,5,69,7,26,21,11,77,26,142,43,31,21,96,1,9,11,176,160,105,564,339,16,108,66,1,32,13,6,6,20,118,18,31,114,75,7,100,23,1729,3,11,50,6,3,1673,41,21,0,47,975,353,24,1,5,8,6
06/17/2020,5,112,0,51,33,120,4,20,24,59,166,6,42,0,181,30,57,60,42,4,2,1,6,70,7,25,23,13,77,26,156,44,31,21,96,1,9,11,178,167,106,576,342,16,108,66,1,32,13,6,6,20,118,20,31,116,78,7,98,23,1825,3,11,52,6,3,1754,41,22,0,48,975,357,24,1,5,8,6
06/18/2020,5,112,0,53,39,122,4,25,26,60,189,7,42,0,189,30,64,62,46,4,2,1,8,72,7,25,25,12,80,27,179,47,31,21,101,1,11,12,181,175,107,605,360,17,118,66,1,32,13,6,7,21,120,24,32,124,79,7,113,23,1945,3,11,58,7,3,1861,41,24,0,48,976,361,25,1,5,8,6
06/19/2020,5,114,0,54,41,123,4,25,25,60,200,6,42,0,194,30,68,63,45,4,2,1,8,77,7,25,27,13,88,27,208,47,33,22,103,1,11,13,181,186,107,620,361,17,121,66,1,32,17,6,7,21,121,26,36,125,80,8,122,23,2070,3,12,60,7,3,1946,46,24,0,48,977,365,26,1,5,8,6
06/20/2020,5,115,0,55,43,123,4,26,25,65,245,7,43,0,202,30,69,66,49,4,2,1,8,79,7,25,29,13,92,27,215,48,33,22,104,1,13,14,180,192,107,640,364,18,122,66,1,32,18,6,7,22,124,26,40,130,83,9,123,23,2206,3,12,65,7,3,1990,47,23,0,49,978,367,26,1,5,8,6
06/21/2020,5,117,1,55,45,125,4,27,26,69,302,7,44,0,210,30,71,69,49,4,2,1,8,80,7,26,38,13,94,28,242,48,35,25,107,1,13,14,180,197,107,677,365,18,123,66,1,32,19,6,8,22,130,28,45,140,85,8,126,23,2349,3,12,66,7,5,2099,48,27,0,49,980,375,28,1,5,8,6
06/22/2020,5,117,1,55,49,125,4,27,27,70,331,11,44,0,215,30,72,70,50,4,2,0,9,80,7,26,40,14,97,28,264,50,35,26,108,1,14,14,181,200,108,684,377,18,124,66,1,34,19,6,8,23,130,29,48,142,88,8,128,23,2392,3,12,66,7,5,2147,50,27,0,49,980,377,30,1,5,9,6
06/23/2020,5,118,1,60,51,125,4,28,28,70,349,11,43,0,216,30,72,74,51,4,2,0,10,81,7,26,40,14,100,29,278,50,35,27,110,1,14,14,181,207,108,711,377,18,127,66,1,33,20,6,8,25,133,30,48,146,90,8,132,23,2483,3,12,66,7,5,2230,51,28,0,49,983,381,33,1,5,9,6
06/24/2020,5,119,1,62,52,124,4,29,28,71,363,11,43,0,223,30,75,75,51,4,2,0,10,83,7,27,43,14,102,32,294,51,35,28,110,1,14,14,182,218,108,735,381,18,128,66,1,33,21,6,8,25,133,31,50,155,89,8,142,23,2742,3,12,68,7,6,2317,51,29,0,50,983,385,35,1,5,11,6
06/25/2020,5,121,1,64,54,126,5,29,29,73,385,11,44,0,226,30,78,80,52,4,2,0,10,83,7,27,48,15,102,32,300,52,36,28,111,1,14,14,182,227,108,763,383,19,129,66,1,34,24,6,8,25,139,34,51,154,91,10,145,23,2949,3,12,70,7,6,2410,51,33,0,52,984,388,37,1,5,12,6
06/26/2020,6,124,1,64,58,128,5,30,28,75,394,12,44,0,234,30,83,82,54,5,2,0,10,86,9,29,49,16,103,33,335,55,36,31,111,1,16,15,184,238,108,780,386,19,134,66,1,35,25,6,8,25,141,36,54,154,96,10,152,23,3103,3,12,73,8,7,2486,51,32,0,55,984,391,39,1,5,11,7
06/27/2020,6,127,1,64,62,130,5,30,28,76,406,13,44,0,238,30,85,82,54,5,2,0,10,91,9,29,49,18,105,33,345,56,36,32,111,1,18,14,184,249,110,795,391,19,139,66,1,35,26,6,8,25,142,37,54,156,97,10,161,23,3178,3,12,74,8,7,2600,51,35,0,55,984,391,41,1,5,11,7
06/28/2020,6,132,1,65,68,135,5,30,29,78,421,14,47,0,242,30,85,82,55,5,2,0,10,91,9,29,50,18,106,34,354,57,36,32,112,1,19,14,184,258,110,852,392,19,140,66,1,35,27,8,8,25,151,37,59,158,99,10,164,23,3251,3,12,74,8,10,2663,53,37,0,55,985,395,43,1,5,11,8
06/29/2020,6,136,1,66,69,138,6,31,29,79,436,14,50,0,246,30,86,82,55,5,2,0,12,92,9,30,52,19,106,34,358,58,37,32,114,1,19,14,185,266,110,873,399,19,139,66,1,35,27,8,8,26,154,38,61,160,102,10,167,23,3304,3,12,73,9,10,2732,54,38,0,55,986,396,44,1,5,11,8
06/30/2020,6,152,1,67,70,137,8,32,29,81,471,14,70,1,266,30,94,92,55,5,2,0,12,97,11,30,57,18,118,34,382,58,40,40,115,1,22,14,186,280,112,886,406,21,144,66,1,38,26,10,8,32,159,39,62,165,104,11,178,23,3424,3,12,77,10,10,2913,56,39,0,63,987,398,49,1,7,11,8
