date,Benewah,Boise,Bonner,Caribou,Cassia,Elmore,Jerome,Latah,Lemhi,Minidoka,Oneida,Twin Falls,Ada,Bingham,Blaine,Bonneville,Clearwater,Custer,Gooding,Jefferson,Lincoln,Owyhee,Payette,Teton,Unknown,Adams,Camas,Franklin,Idaho,Lewis,Nez Perce,Washington,Bear Lake,Boundary,Canyon,Gem,Kootenai,Madison,Shoshone,Valley,Fremont,Power,Bannock
06/14/2020,19,0,7,6,136,34,206,7,1,101,0,480,892,26,515,79,0,2,59,12,35,8,27,11,0,4,1,18,3,0,84,55,0,0,356,17,98,30,0,3,4,10,67
06/15/2020,18,0,7,6,143,35,208,8,2,103,0,483,915,26,515,86,0,2,59,12,35,9,28,11,0,6,1,18,3,0,84,57,0,0,360,17,101,30,0,3,4,10,67
06/16/2020,19,0,7,6,149,37,211,8,2,103,0,489,947,26,515,87,0,2,60,11,35,10,30,11,0,8,1,18,3,0,84,62,0,0,367,17,104,30,0,3,4,10,67
06/17/2020,20,0,10,6,152,37,214,8,2,109,0,499,986,26,515,90,0,2,60,11,35,18,30,12,0,9,1,18,3,0,84,70,0,0,369,17,105,30,0,3,4,10,69
06/18/2020,20,0,10,8,158,37,216,8,2,113,0,504,1043,27,517,91,0,2,60,11,35,20,32,12,0,9,1,18,3,0,84,78,0,0,376,17,107,30,0,3,4,14,74
06/19/2020,21,0,11,8,163,38,216,8,2,115,0,507,1100,27,518,91,0,2,60,11,35,22,40,14,0,9,1,18,3,0,84,84,0,0,403,17,115,30,0,3,4,14,77
06/20/2020,21,0,12,8,167,39,216,8,2,115,0,511,1166,30,519,93,0,2,61,12,35,27,43,14,2,9,1,19,3,0,84,84,0,0,433,18,122,30,0,3,4,14,79
06/21/2020,21,0,12,11,167,39,216,8,2,115,0,511,1166,30,519,94,0,2,61,12,35,27,43,14,0,9,1,21,3,0,84,84,0,0,433,18,122,31,0,3,4,16,91
06/22/2020,21,0,15,11,173,42,225,9,2,124,0,518,1307,32,520,95,0,2,61,15,35,28,42,14,0,10,1,21,3,0,89,89,0,0,470,19,129,31,0,3,4,16,91
06/23/2020,21,0,15,11,178,43,227,9,2,130,0,522,1383,32,523,96,0,2,61,16,36,30,48,14,0,10,1,21,3,0,90,96,0,0,494,19,134,31,0,3,4,16,91
06/24/2020,21,0,19,11,191,47,232,9,2,136,0,532,1484,33,524,103,0,2,61,16,36,28,60,14,0,10,1,21,3,0,91,97,0,0,546,19,155,31,0,4,4,16,91
06/25/2020,21,1,24,11,193,47,231,10,2,138,0,540,1585,33,528,106,0,3,62,16,36,33,73,14,0,10,1,21,3,0,91,97,0,0,601,20,171,31,0,5,4,16,91
06/26/2020,21,1,24,11,200,50,232,11,2,148,0,546,1752,33,529,107,1,3,62,17,36,34,77,16,0,10,1,23,3,0,93,98,0,1,652,21,176,31,0,11,5,16,95
06/27/2020,21,2,24,11,209,52,232,11,2,153,0,551,1841,36,528,107,1,3,62,18,36,34,82,16,0,10,1,23,3,0,93,98,0,1,692,20,187,33,0,10,5,16,95
06/28/2020,21,2,24,16,209,52,232,12,2,153,0,551,1841,40,528,113,1,5,62,18,36,34,82,16,193,10,1,26,3,0,93,98,0,1,692,21,187,34,0,10,5,18,101
06/29/2020,21,4,31,16,228,54,237,14,2,175,0,566,2040,40,532,113,1,5,64,18,36,40,89,16,0,10,1,26,4,0,95,100,0,1,763,23,234,36,0,10,6,18,101
06/30/2020,21,4,32,16,240,60,239,20,2,185,2,599,2169,40,535,115,1,5,65,18,36,41,102,17,0,11,1,26,4,0,96,102,1,1,856,26,261,35,0,13,7,18,102
07/01/2020,21,4,33,16,248,62,243,25,2,188,3,614,2288,43,535,117,1,5,65,18,36,41,111,20,0,11,1,26,5,0,97,107,2,1,900,26,286,35,0,14,7,18,104
07/02/2020,21,4,34,16,260,63,244,26,2,201,4,642,2367,61,538,119,2,5,65,18,36,42,115,22,0,11,1,28,5,0,98,108,2,1,980,28,325,35,0,14,7,19,119
07/03/2020,21,4,36,16,262,64,246,26,2,201,5,656,2507,62,539,121,2,5,66,19,36,44,122,22,0,11,1,29,5,0,98,113,2,1,1092,34,357,37,1,16,7,19,127
07/04/2020,23,4,38,16,262,64,247,26,2,202,5,662,2631,62,539,148,2,5,66,20,36,50,131,22,0,11,1,29,5,0,98,114,2,1,1253,39,401,41,2,17,8,19,127
07/05/2020,23,5,39,16,266,70,247,26,2,208,5,669,2835,62,539,153,2,5,66,21,36,51,136,22,0,11,1,29,5,0,98,118,2,1,1346,39,424,44,3,20,8,19,127
07/06/2020,23,5,40,17,285,70,251,28,2,222,5,685,3073,71,542,167,3,5,66,21,36,53,138,22,0,12,1,32,9,1,104,118,2,1,1399,39,440,47,3,20,8,21,135
07/07/2020,23,5,40,16,285,75,260,31,2,227,4,727,3268,58,543,169,3,5,68,21,37,57,141,23,0,12,1,30,9,1,106,120,2,1,1485,39,466,48,3,22,8,19,122
07/08/2020,23,7,45,16,297,80,270,32,2,238,4,756,3431,62,544,173,5,5,71,21,38,66,149,23,0,12,1,30,11,1,107,124,2,2,1561,42,514,54,6,23,8,19,129
07/09/2020,23,7,57,20,307,82,280,35,3,250,6,788,3642,92,546,177,5,5,79,22,40,72,154,30,0,12,1,33,11,0,108,129,2,2,1665,44,595,54,8,23,10,22,157
07/10/2020,24,8,59,20,311,85,289,37,3,253,8,812,3812,94,548,193,5,5,82,24,40,76,166,32,0,12,1,34,13,0,108,130,3,5,1777,48,663,65,8,24,11,22,163
