date,Box Butte,Burt,Butler,Cedar,Dawson,Furnas,Nemaha,Nuckolls,Otoe,Perkins,Scotts Bluff,Seward,Stanton,Valley,Wayne,Webster,Adams,Banner,Clay,Cuming,Custer,Dodge,Franklin,Frontier,Greeley,Hamilton,Harlan,Howard,Jefferson,Johnson,Kearney,Keith,Keya Paha,Lincoln,Loup,Polk,Rock,Saline,Saunders,Sherman,Thayer,York,Boone,Cherry,Cheyenne,Colfax,Dixon,Garfield,Gosper,Holt,Hooker,Madison,Merrick,Morrill,Nance,Phelps,Platte,Richardson,Sheridan,Washington,Boyd,Cass,Dakota,Dawes,Douglas,Fillmore,Gage,Garden,Hall,Hitchcock,Kimball,Knox,McPherson,Pierce,Red Willow,Sarpy,Sioux,Thomas,Unknown,Lancaster,Thurston,Chase,Buffalo,Antelope
04/05/2020,0,0,0,0,1,0,1,0,1,0,3,1,0,0,0,0,11,0,0,2,0,7,0,0,0,6,0,0,0,1,2,0,0,15,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,5,2,0,0,1,5,0,0,20,0,2,0,0,158,0,9,0,44,0,5,2,0,0,0,28,0,0,0,18,0,0,17,1
04/06/2020,0,0,0,0,1,0,1,0,1,0,6,1,1,0,0,0,15,0,0,2,1,7,0,0,0,6,0,0,0,1,2,0,0,16,0,0,0,0,4,0,0,1,0,1,1,3,0,0,1,0,0,5,2,0,0,1,5,0,0,20,0,2,0,0,173,0,9,0,55,0,9,2,0,0,0,33,0,0,0,31,0,0,18,1
04/07/2020,0,0,0,0,1,0,1,0,1,0,6,1,1,0,0,0,19,0,0,2,2,7,0,0,0,7,0,0,0,1,2,0,0,16,0,0,0,0,4,0,0,2,0,1,1,3,0,0,1,0,0,5,2,0,0,1,5,0,0,20,0,2,0,0,189,0,23,0,60,0,9,2,0,0,0,36,0,0,0,34,0,0,23,1
04/08/2020,0,0,0,0,1,0,1,0,1,0,10,1,1,0,0,0,27,0,0,2,3,7,0,0,0,7,0,0,0,1,3,0,0,17,0,0,0,0,4,0,0,2,0,1,1,3,0,0,1,0,0,6,2,0,0,1,5,0,0,20,0,3,0,0,199,0,23,0,69,0,9,2,0,0,0,37,0,0,0,39,0,0,28,1
04/09/2020,0,1,0,0,2,0,1,0,1,0,10,1,1,0,0,0,28,0,0,2,3,7,0,0,0,8,0,0,0,1,3,0,0,17,0,1,0,0,4,0,0,2,0,1,1,3,0,0,1,0,0,6,2,0,0,1,5,0,0,20,0,3,0,0,225,0,24,0,84,0,9,2,0,0,0,38,0,0,0,44,0,0,31,1
04/10/2020,0,1,0,0,3,0,1,0,1,0,10,1,1,0,0,1,39,0,1,2,3,7,2,0,0,9,0,0,0,1,3,0,0,17,0,1,0,0,5,0,0,3,0,1,1,4,0,0,1,0,0,6,2,0,0,1,6,0,0,20,0,3,0,0,236,0,25,0,129,0,9,2,0,0,0,39,0,0,0,49,0,0,31,1
04/11/2020,1,1,0,0,3,0,1,0,1,0,12,1,1,0,1,1,45,0,2,2,13,7,2,0,0,10,0,0,0,1,3,0,0,17,0,1,0,0,6,0,0,3,0,1,2,4,0,0,1,0,0,6,2,0,0,1,6,0,0,20,0,3,0,0,244,0,25,0,131,0,9,2,0,1,0,41,0,0,0,50,0,0,33,1
04/12/2020,1,1,0,0,13,0,1,0,1,0,14,1,1,0,1,1,54,0,2,2,19,10,3,0,0,11,0,0,0,1,3,0,0,17,0,2,0,0,6,0,0,4,0,1,3,4,0,0,1,0,0,6,2,0,0,1,6,0,0,20,0,3,2,0,256,0,26,0,161,0,9,2,0,1,0,41,0,0,0,54,0,0,36,1
04/13/2020,1,1,0,0,17,0,1,0,1,0,14,1,1,0,1,1,58,0,2,2,19,11,3,0,0,13,0,0,0,1,3,0,0,17,0,2,0,0,6,0,0,4,0,1,3,4,0,0,1,0,0,6,2,0,0,1,6,0,0,22,0,3,2,0,261,0,26,0,199,0,9,2,0,1,0,45,0,0,1,57,0,0,37,1
04/14/2020,1,1,0,0,21,0,1,0,1,0,14,1,1,0,1,1,62,0,2,2,19,12,3,0,0,13,0,0,0,1,3,0,0,17,0,2,0,1,6,0,0,5,0,1,2,4,0,0,1,0,0,6,3,0,0,1,6,0,0,22,0,3,2,0,269,0,26,0,235,0,10,2,0,1,0,46,0,0,0,57,0,0,41,1
04/15/2020,1,1,0,0,21,0,1,0,1,0,16,1,1,0,1,1,65,0,2,2,19,12,3,0,0,15,0,0,0,1,3,0,0,17,0,3,0,1,6,0,0,5,0,1,3,4,0,0,1,0,0,7,5,1,0,1,6,0,0,22,0,3,3,0,273,0,26,0,278,0,10,2,0,1,0,46,0,0,0,59,0,0,42,1
04/16/2020,1,1,0,0,24,0,1,0,1,0,17,1,1,0,1,2,73,0,3,2,19,12,3,0,0,15,0,2,0,2,3,0,0,17,0,4,0,3,6,0,0,6,0,1,3,4,0,0,1,0,0,7,5,1,1,1,6,0,0,22,0,3,7,0,280,0,26,0,339,0,10,2,0,1,0,47,0,0,0,62,0,0,44,1
04/17/2020,1,1,1,0,30,0,1,0,1,0,18,1,2,0,1,2,85,0,3,2,19,12,3,0,0,16,0,3,0,2,3,0,0,18,0,5,0,4,6,0,0,6,0,1,4,4,0,0,3,0,0,8,6,1,1,1,6,0,0,20,0,3,22,0,287,0,27,0,403,0,10,2,0,1,1,48,0,0,0,63,0,0,47,1
04/18/2020,1,1,1,0,43,1,1,0,1,0,18,2,1,0,1,2,94,0,3,2,19,16,3,0,0,17,0,3,0,2,3,0,0,18,0,5,0,6,6,0,0,7,0,1,4,4,0,0,5,0,0,8,6,1,1,1,7,0,0,20,0,3,28,0,297,0,28,0,468,0,10,2,0,1,1,52,0,0,0,73,0,0,49,1
04/19/2020,1,1,1,0,124,2,1,0,1,0,22,2,2,0,1,2,98,0,4,2,20,16,3,0,0,19,0,3,0,2,4,0,0,18,0,5,0,7,6,0,0,7,0,1,4,4,0,0,5,0,0,9,7,1,1,1,7,0,0,20,0,5,29,0,302,0,28,0,468,0,10,1,0,1,1,53,0,0,7,81,0,0,52,1
04/20/2020,1,1,1,0,172,2,1,0,1,0,22,2,2,0,1,2,100,0,4,2,20,18,3,0,0,20,0,3,0,2,4,0,0,18,0,6,0,8,6,0,0,7,0,1,4,5,1,0,6,0,0,11,9,1,1,1,7,0,0,21,0,5,51,0,313,0,28,0,531,0,10,1,0,1,1,55,0,0,10,87,0,0,55,1
04/21/2020,1,1,1,0,176,2,1,0,1,0,22,4,2,0,1,2,101,0,5,2,20,18,3,0,0,24,0,5,0,2,4,0,0,18,0,6,0,11,6,0,0,7,0,1,4,5,1,0,7,0,0,15,9,1,1,1,8,0,0,21,0,4,73,0,319,0,28,0,560,0,10,1,0,1,1,55,0,0,6,92,0,0,55,1
04/22/2020,1,1,1,0,197,2,1,0,1,0,22,4,2,0,1,2,103,0,5,2,20,18,3,0,0,27,0,5,0,2,4,0,0,18,0,6,0,16,6,0,0,7,0,1,5,5,1,0,7,0,0,16,9,1,1,1,11,0,0,21,0,4,86,0,324,1,28,0,588,0,10,1,0,1,1,57,0,0,10,97,0,0,61,1
04/23/2020,1,1,1,0,256,2,1,0,1,0,23,5,2,0,1,2,111,0,5,3,20,41,3,0,1,29,0,9,0,2,4,0,0,18,0,6,0,20,8,1,0,8,0,1,5,6,1,0,8,0,0,50,9,1,1,1,11,0,0,22,0,4,168,0,362,1,28,0,664,0,10,1,0,1,1,64,0,0,8,106,0,0,70,1
04/24/2020,1,1,1,0,307,2,1,0,1,0,23,6,2,0,1,3,120,0,5,3,21,43,3,0,1,32,0,9,0,2,4,0,0,18,0,6,0,26,8,1,0,9,0,1,5,9,1,0,8,0,0,50,10,1,1,1,12,0,0,22,0,4,233,0,390,1,29,0,760,0,10,1,0,1,1,73,0,0,0,114,0,0,75,1
04/25/2020,1,1,1,0,352,2,1,0,1,0,26,6,2,0,1,3,125,0,5,3,21,45,3,0,1,47,0,11,0,2,4,0,0,20,0,5,0,38,9,1,0,9,0,1,5,9,2,0,8,0,0,74,10,1,1,1,16,0,0,22,0,4,462,0,396,1,29,0,811,0,10,2,0,1,1,77,0,0,0,120,1,0,85,2
04/26/2020,1,2,2,0,367,2,1,0,1,0,27,6,2,0,1,3,133,0,6,3,22,45,3,0,1,47,0,12,1,4,4,0,0,20,0,5,0,60,10,1,0,11,0,1,5,20,2,0,8,0,0,77,10,1,1,1,27,0,0,22,0,4,472,0,433,1,29,0,877,0,10,1,0,1,2,87,0,0,0,140,1,0,88,2
04/27/2020,1,2,2,2,409,2,1,0,1,0,27,7,2,1,1,3,141,0,5,4,22,50,3,0,2,47,0,12,2,4,4,0,0,20,0,5,0,87,10,1,0,11,0,1,6,22,3,0,8,0,0,91,11,1,1,2,38,0,0,22,0,4,608,0,476,1,33,0,908,0,10,1,0,1,2,95,0,0,0,157,1,0,91,2
04/28/2020,1,2,2,2,410,2,1,0,1,0,29,7,2,1,1,3,143,0,5,5,22,50,3,0,2,48,0,10,3,4,4,0,0,20,0,5,0,87,10,1,0,11,0,1,6,23,3,0,8,0,0,112,11,1,1,2,39,0,0,22,0,4,629,0,518,1,33,0,933,0,10,2,0,1,2,97,0,0,0,158,3,0,94,2
04/29/2020,1,2,2,2,424,3,1,0,1,0,29,7,4,1,1,3,147,0,9,5,22,53,3,1,2,48,0,12,3,4,4,0,0,23,0,7,0,107,10,1,0,11,0,1,6,44,5,0,9,0,0,112,12,1,1,2,66,0,0,22,0,5,629,0,594,1,35,0,943,0,10,2,0,1,2,113,0,0,0,204,4,0,97,2
04/30/2020,1,3,4,4,458,3,1,0,1,0,29,8,5,1,1,4,164,0,9,6,23,66,5,1,2,48,0,12,4,4,4,0,0,25,0,7,0,129,10,1,0,12,0,1,6,69,7,0,9,0,0,115,12,1,2,5,83,0,0,22,0,5,704,0,670,1,36,0,1042,1,10,2,0,1,3,123,0,0,0,240,4,0,101,2
05/01/2020,1,3,5,4,505,3,1,0,2,0,29,8,5,1,1,5,187,0,10,6,24,66,5,1,2,48,0,15,4,4,4,0,0,30,0,9,0,194,10,2,0,12,0,1,6,116,7,0,10,0,0,132,13,1,2,9,110,0,0,22,0,5,714,0,758,1,38,0,1111,1,10,2,0,1,3,133,0,0,26,281,5,0,111,3
05/02/2020,1,4,6,4,518,4,1,0,2,0,31,8,5,1,1,5,202,0,11,7,29,73,5,1,2,48,0,18,4,4,4,1,0,33,0,10,0,196,10,2,0,12,0,1,7,153,12,0,11,0,0,148,16,1,3,9,138,0,0,22,0,6,942,0,825,2,38,0,1160,1,10,2,0,1,3,137,0,0,0,299,6,0,113,3
05/03/2020,1,5,7,4,543,4,1,0,2,0,34,8,5,1,1,5,203,0,12,7,32,111,5,1,2,50,0,18,4,4,4,1,0,33,0,10,0,212,10,2,0,12,0,1,7,161,13,0,11,1,0,155,19,1,3,9,157,0,0,22,0,6,980,0,879,2,38,0,1256,1,10,1,0,1,3,142,0,0,0,330,6,0,114,3
05/04/2020,1,5,8,4,552,4,1,0,3,0,34,12,10,1,1,5,203,0,13,9,32,119,5,1,2,50,0,19,4,4,5,1,0,33,0,9,0,264,11,2,0,13,1,1,7,241,14,0,11,1,0,157,19,3,4,9,185,0,0,23,0,6,1005,0,977,2,39,0,1281,1,10,2,0,2,4,158,0,0,0,394,6,0,116,4
05/05/2020,1,5,9,4,617,4,1,0,3,0,34,13,11,1,1,5,204,0,13,11,32,124,5,1,2,50,0,21,4,4,5,1,0,34,0,9,0,285,11,2,0,15,2,1,7,255,14,0,12,1,0,193,19,3,4,9,205,0,0,23,0,6,1014,0,1049,3,39,0,1284,1,10,4,0,2,4,168,0,0,0,441,7,0,116,4
05/06/2020,1,5,11,4,676,4,1,0,3,0,36,13,11,1,1,5,212,0,13,11,32,126,5,1,2,52,0,21,4,4,6,1,0,36,0,9,0,285,11,2,0,15,2,1,7,292,14,0,12,1,0,226,20,7,4,9,260,0,0,23,0,7,1014,0,1127,3,39,0,1290,1,10,5,0,1,5,180,0,1,0,462,7,0,116,5
05/07/2020,1,5,13,5,680,4,1,0,2,0,36,15,11,1,1,5,216,0,13,11,33,138,5,1,2,52,0,21,4,4,7,1,0,37,0,9,0,320,11,2,0,15,2,1,8,338,15,0,12,1,0,242,20,7,4,9,286,0,0,23,0,9,1046,0,1235,3,40,0,1306,1,10,5,0,1,5,198,0,1,37,509,9,0,119,6
05/08/2020,1,5,15,5,686,4,1,0,2,0,42,16,11,1,1,5,218,0,13,11,33,139,5,1,2,52,0,22,4,5,7,2,0,39,0,9,0,320,11,2,0,15,2,1,8,391,23,0,12,1,0,243,21,8,4,10,324,0,0,23,0,9,1407,0,1356,3,40,0,1311,1,10,5,0,1,5,218,0,1,3,547,12,0,119,6
05/09/2020,1,6,16,5,705,4,1,0,2,0,44,17,12,1,2,5,223,0,14,12,33,147,5,1,2,52,0,22,4,5,7,2,0,39,0,9,0,349,11,2,0,17,2,1,8,413,24,0,12,1,0,249,21,9,4,10,353,0,0,23,0,11,1407,1,1515,3,40,0,1325,1,10,6,0,1,5,234,0,1,21,606,12,0,121,6
05/10/2020,1,6,16,6,707,4,1,0,2,0,44,17,12,1,2,5,223,0,14,14,33,147,5,1,2,52,0,22,4,5,7,2,0,39,0,9,0,349,11,2,0,17,2,1,8,411,24,0,12,1,0,251,21,9,4,10,361,0,0,23,0,11,1407,1,1610,3,41,0,1328,1,10,6,0,1,5,236,0,1,0,607,13,0,121,6
05/11/2020,1,6,22,6,712,4,1,0,2,0,44,17,12,1,2,5,227,0,14,15,33,165,5,1,2,53,0,22,5,5,7,2,0,40,0,9,0,367,12,2,0,25,2,1,8,419,24,0,12,1,0,265,23,9,4,11,373,0,0,23,0,11,1452,1,1649,3,41,0,1338,1,10,6,0,1,5,248,0,1,0,647,13,0,121,6
05/12/2020,1,6,23,6,717,4,1,0,2,0,46,17,12,1,2,5,228,0,14,15,33,166,5,1,2,53,0,23,5,5,9,2,0,40,0,9,0,367,12,2,0,25,2,1,9,431,24,1,13,1,0,265,23,9,4,11,382,0,0,23,0,13,1453,1,1729,3,41,0,1344,1,10,6,0,1,5,257,0,1,0,665,13,0,126,6
05/13/2020,1,6,23,6,753,4,2,0,4,0,47,18,12,2,3,5,236,0,14,15,33,202,5,1,2,53,0,28,6,5,9,2,0,40,0,9,0,392,12,2,0,25,2,1,9,446,25,1,13,1,0,265,26,9,4,11,390,1,0,23,0,15,1453,1,1801,3,41,0,1377,1,10,6,0,1,5,272,0,1,42,687,19,0,128,6
05/14/2020,1,6,27,6,756,4,2,0,5,0,48,19,12,3,3,5,238,0,20,15,35,203,5,1,2,53,0,28,6,5,10,2,0,40,0,9,0,395,15,2,0,27,3,1,9,467,25,1,13,1,0,281,26,10,4,11,407,1,0,24,0,15,1492,1,1925,4,41,0,1392,1,10,6,0,1,5,291,0,1,79,701,19,0,130,6
05/15/2020,1,6,28,6,778,5,2,0,5,0,51,23,15,3,4,5,246,0,20,16,35,225,5,1,2,54,0,32,6,6,10,2,0,42,0,9,0,403,18,2,1,28,3,1,9,481,25,1,13,1,0,273,28,10,4,13,426,1,0,24,0,15,1492,1,2107,4,42,0,1409,1,10,8,0,1,5,309,0,1,61,735,19,0,134,6
05/16/2020,1,6,29,6,804,5,2,1,5,0,51,24,15,3,4,5,251,0,20,16,35,236,5,1,2,54,0,35,6,6,11,2,0,43,0,9,0,413,20,2,0,29,3,1,9,508,26,0,13,1,0,273,28,10,4,13,448,1,0,24,0,18,1509,2,2319,4,42,0,1424,1,10,8,0,1,5,331,0,1,74,791,19,0,136,6
05/17/2020,1,6,29,6,805,6,2,1,6,0,54,25,15,3,4,5,252,0,20,17,35,242,5,1,2,54,0,36,6,7,11,2,0,44,0,9,0,413,20,2,0,30,3,1,9,516,27,0,13,1,0,273,29,10,4,13,451,1,0,24,0,18,1511,1,2428,4,41,0,1430,1,10,8,0,1,5,342,0,1,35,800,19,0,136,6
05/18/2020,1,6,31,6,811,6,3,1,6,0,54,26,15,3,4,5,252,0,20,17,35,266,5,1,2,54,0,36,6,7,11,2,0,45,0,9,0,432,21,2,0,30,3,1,9,528,27,0,13,1,0,278,29,10,4,13,462,1,0,24,0,21,1565,1,2492,4,42,0,1433,1,10,8,0,1,5,349,0,1,5,892,19,0,136,6
05/19/2020,1,6,34,6,810,6,3,1,6,0,54,26,15,3,4,5,255,0,20,17,35,274,5,1,2,54,0,38,6,7,11,2,0,45,0,9,0,436,22,2,0,30,3,1,9,532,27,0,13,1,0,278,29,10,4,13,481,1,0,24,0,23,1565,2,2597,4,43,0,1435,1,10,8,0,1,5,366,0,1,34,912,19,0,136,7
05/20/2020,1,6,37,6,812,6,3,1,6,0,55,26,15,3,4,5,256,0,20,18,35,282,5,1,2,58,0,38,6,7,11,2,3,46,0,9,0,448,22,2,0,30,3,1,9,559,27,0,13,1,0,289,30,10,4,16,505,1,0,26,0,26,1576,1,2729,5,43,0,1446,1,10,8,0,1,5,382,0,1,10,934,20,0,136,7
05/21/2020,1,7,37,6,813,6,3,1,6,0,58,27,15,3,7,5,258,0,20,26,35,295,6,1,2,58,1,38,6,7,11,2,0,48,0,9,0,463,22,2,0,30,3,1,9,573,25,0,13,1,0,296,32,10,5,16,515,1,1,26,0,27,1579,1,2855,5,44,0,1452,1,10,8,0,2,5,404,0,1,8,995,23,0,136,7
05/22/2020,1,8,44,7,814,6,3,1,6,0,58,27,15,3,7,5,258,0,22,26,36,314,6,1,2,58,1,38,6,7,11,2,0,46,0,9,0,465,25,2,0,35,3,1,9,580,25,0,13,1,0,309,32,10,5,16,516,1,0,26,0,28,1585,1,2942,5,44,0,1465,1,10,8,0,2,5,419,0,1,51,1005,24,0,137,7
05/23/2020,1,8,45,7,816,7,3,1,6,0,62,27,16,3,12,5,264,0,22,32,36,351,6,1,3,58,1,39,6,7,11,2,0,47,0,9,0,467,27,2,0,35,3,1,9,592,25,0,13,1,0,309,32,10,5,18,522,1,0,26,0,34,1585,1,3038,5,44,0,1465,1,10,8,0,2,5,434,0,1,140,1033,24,0,140,7
05/24/2020,2,8,45,7,820,7,3,1,6,0,67,27,17,3,13,5,265,0,22,31,36,355,6,1,3,58,1,39,6,7,11,2,0,47,0,9,0,469,27,2,0,35,3,1,9,599,25,0,13,1,0,309,32,10,5,20,523,1,0,26,0,37,1596,1,3108,5,44,0,1465,1,10,7,0,2,5,448,0,1,130,1056,28,1,142,7
05/25/2020,2,8,45,7,820,7,3,1,6,0,67,27,17,3,13,5,265,0,22,31,36,376,6,1,3,58,1,39,6,7,12,2,0,47,0,9,0,482,28,3,0,35,3,1,9,602,25,0,13,1,0,309,32,10,5,20,530,1,0,26,0,38,1622,1,3200,5,44,0,1466,1,10,8,0,2,5,463,0,1,132,1090,30,1,142,7
05/26/2020,2,9,45,7,826,8,3,1,6,0,72,27,20,3,13,5,264,0,23,31,36,390,6,1,2,58,1,40,6,7,12,2,0,47,0,9,0,484,30,4,0,35,3,1,9,604,25,0,13,1,0,313,32,11,5,20,534,1,0,27,0,39,1648,1,3369,5,44,0,1470,1,10,9,0,3,5,476,0,1,118,1098,34,1,145,8
05/27/2020,2,9,45,7,827,8,3,1,6,0,75,27,21,3,13,5,264,0,24,31,36,407,6,1,2,60,1,39,6,7,11,2,0,47,0,10,0,491,31,4,0,35,3,1,9,604,25,0,13,1,0,316,33,11,4,20,547,1,0,28,0,40,1649,1,3597,5,44,0,1482,1,10,9,0,3,5,503,0,1,129,1120,37,1,148,8
05/28/2020,2,9,47,7,833,8,3,1,6,0,84,27,20,3,14,5,265,0,24,31,36,413,6,1,2,60,0,40,6,7,11,2,0,47,0,10,0,495,33,4,0,35,4,1,9,609,26,1,13,1,0,316,33,11,4,20,549,1,0,28,0,42,1651,1,3783,5,44,0,1482,1,10,9,0,5,5,531,0,1,131,1140,38,1,150,8
05/29/2020,2,9,47,7,833,8,3,1,7,0,88,27,20,4,14,5,268,0,24,31,36,439,6,1,2,60,0,42,6,6,11,2,0,47,0,11,0,498,34,4,1,36,5,1,9,612,26,0,13,1,0,316,33,11,4,20,560,1,0,29,0,46,1654,1,3969,5,45,0,1507,1,10,9,0,5,5,578,0,1,158,1176,41,1,153,8
05/30/2020,2,9,48,8,835,9,3,1,7,0,102,28,20,4,15,5,270,0,24,31,36,463,6,1,2,60,0,42,6,6,11,2,0,47,0,11,0,497,36,4,1,36,6,1,9,612,27,0,13,1,0,316,33,11,4,20,571,1,0,29,0,47,1663,1,4187,6,45,0,1507,1,10,9,0,6,5,596,0,1,75,1195,44,1,156,8
05/31/2020,2,9,48,8,838,9,3,1,7,0,102,28,20,4,15,5,270,0,24,31,36,465,6,1,2,60,0,42,6,6,11,2,0,48,0,11,0,497,36,4,1,36,6,1,9,617,27,0,13,1,0,316,33,11,4,20,577,1,0,30,0,50,1669,1,4314,6,45,0,1507,1,10,9,0,6,5,620,0,1,73,1212,46,1,157,8
06/01/2020,2,8,48,8,839,9,3,1,7,0,107,28,20,4,15,5,272,0,24,32,36,478,6,1,2,60,0,42,6,6,11,2,0,48,0,11,0,504,38,4,1,36,6,1,9,619,29,0,13,1,0,326,32,11,4,20,586,1,0,32,1,51,1681,1,4426,7,45,2,1515,1,10,9,0,6,5,650,0,1,79,1228,45,1,159,8
06/02/2020,2,8,49,8,839,9,4,1,7,0,112,28,20,4,18,5,272,0,24,34,36,487,6,1,2,61,0,42,7,6,11,2,0,47,0,11,0,506,40,4,1,36,6,1,9,620,29,0,13,1,0,326,32,11,4,20,603,1,0,32,1,53,1683,1,4571,7,45,2,1533,1,10,9,0,6,5,680,0,1,76,1245,49,1,166,8
06/03/2020,2,8,50,8,840,9,4,1,7,0,120,29,21,4,18,5,273,0,24,34,36,503,6,1,2,61,0,42,7,6,11,2,0,47,0,11,0,508,42,4,1,36,6,1,9,624,29,0,13,1,0,329,33,11,4,20,611,1,0,32,1,53,1689,1,4690,7,45,4,1540,1,10,9,0,6,5,703,0,1,105,1263,49,1,168,8
06/04/2020,2,9,50,8,841,9,4,1,7,0,124,29,21,5,18,5,275,0,24,34,36,531,6,1,2,61,0,42,7,6,12,2,0,47,0,11,0,510,46,4,1,36,7,1,9,626,29,0,13,1,0,329,33,11,4,20,617,1,0,33,1,53,1696,1,4879,7,45,4,1540,1,10,9,0,6,5,736,0,1,54,1278,50,1,171,8
06/05/2020,2,10,50,8,842,9,4,1,10,0,137,29,21,5,23,5,275,0,24,34,39,557,6,1,3,61,0,43,7,6,12,2,0,48,0,11,0,513,47,5,1,37,7,1,10,631,32,1,13,1,0,332,34,11,4,20,619,1,0,33,1,54,1708,1,5004,7,45,4,1553,1,10,9,0,6,5,753,0,1,39,1310,49,1,172,8
06/06/2020,2,10,51,8,841,9,4,1,11,0,140,29,21,5,24,5,275,0,24,34,39,565,6,1,3,61,0,43,7,6,12,2,0,49,0,11,0,515,51,5,1,36,7,1,10,635,32,1,13,1,0,332,34,11,4,20,621,1,0,34,1,54,1708,1,5080,7,45,4,1553,1,10,10,0,6,5,765,0,1,55,1340,50,1,174,8
06/07/2020,3,10,51,8,843,9,4,1,11,0,143,29,21,5,25,5,275,0,24,34,39,567,6,1,3,61,0,43,8,6,12,2,0,49,0,11,0,517,51,5,1,37,7,1,10,637,32,1,13,1,0,332,35,11,4,20,624,1,0,36,1,55,1710,1,5166,7,45,4,1553,1,10,10,0,6,5,773,0,1,12,1356,51,1,173,8
06/08/2020,3,9,51,8,843,9,4,1,11,0,145,29,21,6,25,5,276,0,24,34,39,571,6,1,3,61,0,43,8,6,12,2,0,49,0,11,0,518,51,5,1,37,7,1,10,636,32,1,13,1,0,334,36,11,4,20,629,1,0,36,1,55,1720,1,5220,7,45,4,1567,1,10,10,0,6,5,787,0,1,2,1372,55,1,174,8
06/09/2020,3,9,50,8,843,9,4,1,11,0,149,29,21,6,26,5,277,1,24,34,39,582,6,1,3,61,0,43,9,6,12,2,0,50,0,12,0,517,54,4,1,37,7,1,10,639,32,1,13,1,0,334,36,11,4,20,630,1,0,36,1,57,1720,1,5316,7,45,4,1567,1,10,10,0,6,5,796,0,1,0,1376,56,1,175,8
06/10/2020,3,9,50,8,844,9,4,1,11,0,149,29,21,7,26,5,277,1,24,34,39,591,6,1,3,61,0,44,9,6,12,2,0,51,0,12,0,518,55,4,1,37,7,1,10,638,34,1,13,1,0,334,36,11,4,20,631,1,0,36,1,58,1721,1,5350,9,45,4,1567,1,10,10,0,6,5,809,0,1,43,1397,61,1,175,8
06/11/2020,3,9,50,8,844,9,4,1,11,0,162,30,21,7,26,6,277,1,24,34,39,611,6,1,3,61,0,44,9,6,12,2,0,52,0,12,0,518,56,4,1,37,7,1,10,643,35,1,13,1,0,339,37,11,4,20,639,1,0,38,1,59,1731,1,5447,9,45,4,1571,1,10,10,0,6,5,842,1,1,92,1429,63,1,177,8
06/12/2020,3,9,51,8,844,9,4,1,12,0,170,31,21,7,26,6,278,1,24,34,39,616,6,1,3,61,0,44,9,6,12,2,0,52,0,12,0,518,56,4,1,36,7,1,10,646,38,1,13,1,0,339,36,12,4,20,637,1,0,39,1,59,1731,1,5600,9,45,4,1578,1,10,10,0,6,5,868,2,1,66,1445,63,1,177,8
06/13/2020,3,9,51,8,844,9,4,1,12,0,172,31,21,7,26,6,278,1,24,34,39,621,6,1,3,61,0,45,9,6,12,2,0,53,0,12,0,518,56,4,1,36,7,1,10,646,39,1,13,1,0,339,36,11,4,20,642,1,0,40,1,60,1738,1,5729,9,45,4,1578,1,10,10,0,6,5,882,2,1,0,1464,65,1,177,8
06/14/2020,3,10,51,8,844,9,4,1,12,0,172,32,21,7,26,6,278,1,24,34,39,621,6,1,3,61,0,45,9,6,12,2,0,53,0,12,0,519,57,4,1,37,7,1,10,647,40,1,13,1,0,339,36,11,4,20,642,1,0,41,1,60,1739,1,5794,10,45,4,1578,1,10,11,0,6,5,898,2,1,0,1472,66,1,177,8
06/15/2020,3,11,51,8,845,9,4,1,12,0,177,32,21,7,26,6,278,1,24,34,39,638,6,1,3,61,0,44,9,6,12,2,0,53,0,12,0,520,57,5,1,37,7,1,10,647,40,1,13,1,0,339,36,12,4,20,647,1,0,41,1,60,1741,1,5862,11,45,4,1578,1,10,12,0,6,5,907,1,1,0,1487,66,1,176,8
06/16/2020,3,11,51,8,846,9,4,1,13,0,178,32,21,7,26,6,277,1,24,34,39,639,6,1,3,61,0,44,9,6,12,2,0,53,0,12,0,523,57,5,1,37,7,1,11,651,39,1,13,1,0,347,36,12,4,20,648,1,0,41,1,59,1742,1,5957,13,45,4,1578,1,10,12,0,6,6,920,1,1,5,1521,68,1,176,8
06/17/2020,3,11,51,8,847,9,4,1,14,0,184,32,21,7,26,6,277,1,24,34,39,642,6,1,3,61,0,44,9,6,12,2,0,54,0,12,0,525,59,5,1,37,7,1,11,653,39,1,13,1,0,347,36,14,4,21,650,1,0,41,1,59,1743,1,6043,13,46,4,1588,1,10,12,0,6,6,948,1,1,24,1545,71,1,176,8
06/18/2020,3,11,51,8,847,9,4,1,14,0,187,32,21,7,26,6,277,1,24,34,39,645,6,1,3,61,0,44,9,6,12,2,0,54,0,12,0,525,60,5,1,37,7,1,12,653,39,1,13,1,0,350,37,14,4,21,651,2,0,41,1,60,1746,1,6152,13,46,4,1588,1,10,15,0,6,6,967,1,1,39,1569,71,1,177,8
06/19/2020,3,11,51,9,848,9,5,1,13,0,187,32,21,7,26,6,280,1,25,34,39,652,6,1,3,62,0,44,9,6,12,2,0,54,0,12,0,525,60,5,1,39,7,1,13,655,40,1,13,1,0,350,37,14,4,21,652,5,0,43,1,60,1751,2,6254,13,46,4,1588,1,10,15,0,6,6,982,1,1,45,1588,72,1,178,8
