date,Madison,Ravalli,Richland,Roosevelt,Stillwater,Yellowstone,Big Horn,Carbon,Custer,Dawson,Glacier,Golden Valley,Lewis and Clark,Liberty,Missoula,Pondera,Rosebud,Sheridan,Teton,Wheatland,Cascade,Deer Lodge,Hill,Jefferson,Lincoln,Silver Bow,Treasure,Unknown,Valley,Broadwater,Fergus,Flathead,Gallatin,Granite,Lake,Meagher,Musselshell,Park,Toole,Beaverhead
06/24/2020,8,17,9,7,4,129,68,15,23,3,7,3,24,1,54,2,10,0,0,1,26,3,1,3,7,11,2,0,1,5,2,49,216,0,12,1,1,9,31,1
06/25/2020,8,18,9,7,4,139,70,16,24,9,7,3,24,1,58,2,10,0,0,1,26,3,1,3,7,13,2,0,1,5,2,51,223,1,12,1,1,9,31,1
06/26/2020,8,22,10,8,4,144,72,17,25,8,7,3,24,1,63,2,9,0,0,1,26,3,1,3,7,13,2,0,1,5,2,52,231,1,12,1,1,8,31,1
06/27/2020,8,22,10,8,4,149,72,18,25,8,8,3,25,1,66,2,9,0,0,1,27,3,1,3,7,13,2,0,1,5,2,53,239,2,12,1,1,9,31,1
06/28/2020,8,23,10,8,4,151,72,18,25,8,9,3,25,1,66,2,9,0,0,1,27,3,1,4,7,14,2,0,1,5,2,53,240,2,16,1,1,9,31,1
06/29/2020,8,27,12,7,5,165,73,19,27,8,18,3,25,1,66,2,9,0,0,1,28,3,1,4,8,14,2,0,2,5,2,59,253,3,16,1,1,9,31,1
06/30/2020,8,27,12,7,5,174,74,20,27,8,18,3,26,1,86,2,9,0,0,1,29,4,1,4,8,14,2,0,3,5,2,58,263,3,17,2,1,11,31,1
07/01/2020,8,31,12,7,6,189,77,23,29,8,18,3,28,1,89,2,10,0,0,1,33,4,1,3,8,15,2,0,4,5,2,58,271,4,18,2,1,11,31,1
07/02/2020,11,31,18,7,6,203,82,26,30,8,22,3,29,1,99,2,10,0,5,1,34,4,1,3,8,18,2,0,4,5,2,62,277,4,18,2,1,12,31,1
07/03/2020,13,33,18,7,6,226,86,26,30,8,22,3,30,1,105,3,10,1,5,1,34,4,1,3,8,18,2,0,4,5,2,62,282,4,18,2,1,12,31,1
07/04/2020,15,33,19,7,6,245,86,27,30,8,22,3,31,1,106,2,10,1,10,1,34,4,1,3,9,19,2,0,4,5,2,63,287,4,19,2,1,13,31,1
07/05/2020,17,33,22,7,6,261,89,27,30,8,25,3,32,1,107,2,10,1,10,1,34,4,2,3,9,19,2,0,4,5,2,64,298,4,21,2,1,13,31,2
07/06/2020,18,33,22,7,6,270,90,28,30,8,25,3,35,1,121,2,10,1,10,1,34,4,2,3,9,19,2,0,4,5,2,65,305,4,21,2,1,13,31,2
07/07/2020,19,36,22,7,7,325,92,29,30,8,25,3,36,1,121,2,10,1,10,2,36,4,7,3,9,19,2,0,4,5,2,64,308,4,22,2,1,16,31,2
07/08/2020,21,36,22,7,7,330,95,30,30,8,25,3,39,1,121,2,10,1,10,2,37,4,7,5,9,22,2,0,4,5,2,64,327,5,24,4,1,16,31,2
07/09/2020,22,38,22,8,8,377,102,30,34,8,25,3,40,1,123,2,10,1,10,2,41,4,8,5,11,22,2,0,4,5,2,64,334,5,38,4,1,16,31,3
07/10/2020,25,38,28,8,8,431,107,31,34,8,27,3,41,1,123,2,12,1,12,2,43,4,13,6,12,22,2,0,4,6,2,64,373,5,40,4,1,16,31,3
